prompt_type;temperature;generation;task
few_shot;0,2;8;Browse through the classified cell images, categorized by confidence level (low, medium, high), and verify that they are correctly labeled.
few_shot;0,2;8;Validate the classification of a cell marked as “Incorrect” and provide a reason for the correction, if necessary.
few_shot;0,2;8;Use the system to correct the classification of a cell and provide a justification for the change.
few_shot;0,2;8;Verify that the system updates the test results table after corrections have been made.
few_shot;0,1;10;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;10;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;10;Review the table on the dashboard to ensure that the number of detected cells and reference range are accurate.
few_shot;0,1;10;Examine the classified cell images and verify that they are correctly categorized by confidence level.
few_shot;0,1;10;Select a cell image that was misclassified and correct the classification, providing a reason for the correction.
few_shot;0,1;10;Use the validation feature to mark a classification as “Incorrect” and correct it, then verify that the corrected classification is reflected in the table on the dashboard.
few_shot;0,1;2;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;2;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;2;Review the test results on the dashboard and verify that the number of detected cells and reference range are accurate.
few_shot;0,1;2;Validate the classification of a cell image with low confidence level and provide a reason for the correction, if necessary.
few_shot;0,1;2;Compare the classification of a cell image with medium confidence level to the original classification and provide a reason for the correction, if necessary.
few_shot;0,1;2;Check the accuracy of the classification of a cell image with high confidence level and provide a reason for the correction, if necessary.
few_shot;0,1;3;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;3;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;3;Validate the automatic classification of a set of cells and correct any incorrect classifications.
few_shot;0,1;3;Review the table showing the type of cell, the number of detected cells, the reference range, and the classification of their quantity, and identify any discrepancies.
few_shot;0,1;3;Use the classified cell images to verify the accuracy of the automatic classification and correct any errors.
few_shot;0,1;3;Select a cell image and provide a reason for why the original classification was incorrect, and then correct the classification.
few_shot;0,1;4;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;4;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;4;Review the table showing the type of cell, the number of detected cells, the reference range, and a classification of their quantity to ensure accuracy.
few_shot;0,1;4;Verify that the classified cell images are correctly categorized by confidence level (low, medium, high).
few_shot;0,1;4;Validate the automatic classifications of a set of cells and correct any incorrect classifications, providing reasons for the corrections.
few_shot;0,1;4;Use the dashboard to navigate to a specific section of the application and verify that the relevant features are accessible and functional.
few_shot;0,1;4;Compare the original classification of a cell with the corrected classification and ensure that the correction is reflected in the table and the classified cell images.
few_shot;0,1;5;Check the classification of class ‘‘muciparous’’ cells and correct errors, if any.
few_shot;0,1;5;Identify cells misclassified in class ‘‘ciliated’’ and correct misclassifications and explanations, if any.
few_shot;0,1;5;Review the table displaying test results and verify that the type of cell, number of detected cells, reference range, and classification of their quantity are accurate.
